id,size,Relative Time (s),time_spent,Access Type
20,0.0002880096435546,4203,0,1
877,0.0003633499145507,4204,0,2
875,25056.86267185211,4204,0,2
876,0.0011396408081054,4204,0,2
879,1.7084856033325195,4205,0,2
878,0.0028944015502929,4205,0,2
199,0.0371427536010742,4205,0,2
880,1.1167516708374023,4206,0,2
881,0.0272226333618164,4207,0,2
882,0.9110422134399414,4208,0,2
20,0.0002880096435546,4208,0,1
883,0.0706615447998046,4210,0,2
885,0.0097789764404296,4210,0,2
884,462.9592056274414,4210,0,2
888,3.392758369445801,4211,0,2
887,4.763411521911621,4211,0,2
886,2309508.2064437866,4211,0,2
890,0.0325584411621093,4213,0,2
889,0.7388448715209961,4213,0,2
891,0.816502571105957,4213,0,2
892,1.8771095275878904,4214,0,2
893,344.53242683410645,4215,0,2
894,1.106471061706543,4216,0,2
895,66.22929000854492,4216,0,2
898,0.6720895767211914,4217,0,2
897,1360.787991523743,4217,0,2
896,2.7825937271118164,4217,0,2
899,1.3205060958862305,4218,0,2
900,0.5098037719726562,4219,0,2
20,0.0002880096435546,4219,0,1
901,109.41823768615724,4220,0,2
902,0.0172739028930664,4220,0,2
904,80.90295600891113,4221,0,2
903,963.263053894043,4221,0,2
905,0.0003833770751953,4222,0,2
70,0.0870380401611328,4222,0,1
906,196.6012659072876,4223,0,2
907,3.310307502746582,4224,0,2
908,0.0011816024780273,4224,0,2
909,0.0014572143554687,4224,0,2
157,4022.1517696380615,4225,0,1
181,0.0048065185546875,4226,0,1
20,0.0002880096435546,4226,0,1
910,0.0340852737426757,4227,0,2
913,0.0003623962402343,4228,0,2
20,0.0002880096435546,4228,0,1
912,0.0025053024291992,4228,0,2
911,0.006134033203125,4228,0,2
88,5.91278076171875e-05,4228,0,1
915,0.027099609375,4229,0,2
914,0.0006580352783203,4229,0,2
916,0.0317468643188476,4230,0,2
917,0.2784366607666015,4232,0,2
73,0.0694389343261718,4232,0,2
918,0.1264762878417968,4233,0,2
920,0.1255960464477539,4233,0,2
919,0.0003643035888671,4233,0,2
200,14.027067184448242,4233,0,2
20,0.0002880096435546,4234,0,1
20,0.0002880096435546,4235,0,1
921,0.0189180374145507,4235,0,2
201,0.0230112075805664,4236,0,2
20,0.0002880096435546,4236,0,1
20,0.0002880096435546,4238,0,1
922,0.0637187957763671,4240,0,2
923,415.99284267425537,4242,0,2
693,2983.1789407730103,4243,0,1
924,982.0828971862792,4243,0,2
925,74000.34494495392,4244,0,2
20,0.0002880096435546,4244,0,1
927,4750.913376808167,4245,0,2
926,50107.279819488525,4245,0,2
928,97593.56269073486,4246,0,2
929,3079.5241842269897,4247,0,2
930,14683.533812522888,4247,0,2
30,9.5367431640625e-07,4247,0,1
931,2.887679100036621,4248,0,2
932,2305162.676086426,4250,0,2
933,2304349.398932457,4252,0,2
934,15.58538818359375,4253,0,2
935,22.44985675811768,4254,0,2
936,2980.237858772278,4255,0,2
939,0.143406867980957,4256,0,2
937,0.0005111694335937,4256,0,2
938,501.9430599212647,4256,0,2
792,128698.49016284944,4257,0,1
941,1000.7719802856444,4257,0,2
940,179271.06340503693,4257,0,2
940,179271.06340503693,4258,0,1
88,5.91278076171875e-05,4259,0,1
693,2983.1789407730103,4259,0,1
74,2027.4503374099727,4260,0,2
942,3205.633150100708,4261,0,2
943,1.4575042724609375,4262,0,2
944,0.0005054473876953,4262,0,2
202,0.00018310546875,4262,0,2
945,84.90644359588623,4263,0,2
157,4022.1517696380615,4265,0,1
946,68.2864294052124,4265,0,2
203,8.392333984375e-05,4265,0,2
709,0.0005531311035156,4265,0,1
70,0.0870380401611328,4268,0,1
947,0.0150136947631835,4269,0,2
948,459.1022911071777,4269,0,2
720,30823.65379524231,4269,0,1
204,0.2939023971557617,4274,0,2
851,0.9607229232788086,4274,0,1
949,80.04790782928467,4274,0,2
54,4.037049293518066,4275,0,1
205,2488.017912864685,4276,0,2
950,68.62672424316406,4281,0,2
206,1242.359086036682,4283,0,2
207,1345.7244472503662,4283,0,2
951,1.1043787002563477,4285,0,2
208,0.0085601806640625,4285,0,2
209,0.0358228683471679,4287,0,2
210,0.0047264099121093,4289,0,2
693,2983.1789407730103,4293,0,1
952,233.65653800964355,4296,0,2
953,0.0005083084106445,4297,0,2
954,6153.381377220154,4300,0,2
954,6153.381377220154,4302,0,1
211,4.055654525756836,4307,0,2
940,179271.06340503693,4311,0,1
212,0.0389032363891601,4311,0,2
75,0.0184669494628906,4312,0,2
940,179271.06340503693,4314,0,1
187,0.0047664642333984,4314,0,1
955,82.31904602050781,4315,0,2
956,0.0058698654174804,4316,0,2
693,2983.1789407730103,4316,0,1
957,48916.5723695755,4317,0,2
213,0.2620248794555664,4317,0,2
214,53145.87513446808,4319,0,2
959,0.0005064010620117,4324,0,2
958,69.22638607025146,4324,0,2
215,0.0076379776000976,4325,0,2
52,0.0492916107177734,4326,0,1
960,68.18886184692383,4331,0,2
216,60.02055740356445,4332,0,2
217,10.098953247070312,4335,0,2
961,80.15570259094238,4337,0,2
962,195.47354793548584,4338,0,2
218,0.0172653198242187,4343,0,2
963,227.64017009735107,4346,0,2
219,0.5633010864257812,4346,0,2
693,2983.1789407730103,4347,0,1
213,0.2620248794555664,4351,0,1
88,5.91278076171875e-05,4351,0,1
964,0.3065690994262695,4354,0,2
966,1.0563411712646484,4354,0,2
965,3.9890174865722656,4354,0,2
163,0.009918212890625,4355,0,1
187,0.0047664642333984,4358,0,1
220,9.844375610351562,4364,0,2
967,0.4470033645629883,4364,0,2
693,2983.1789407730103,4364,0,1
221,0.0041389465332031,4367,0,2
222,9.814428329467772,4368,0,2
213,0.2620248794555664,4369,0,1
968,0.0570135116577148,4369,0,2
166,0.0505218505859375,4372,0,1
970,17.131558418273926,4373,0,2
969,0.0001182556152343,4373,0,2
971,3.416004180908203,4374,0,2
972,98.54424571990968,4374,0,2
973,0.0068473815917968,4374,0,2
223,0.0013914108276367,4384,0,2
974,4875.631786346436,4384,0,2
940,179271.06340503693,4385,0,1
693,2983.1789407730103,4386,0,1
88,5.91278076171875e-05,4388,0,1
224,0.0014209747314453,4388,0,2
975,0.0004644393920898,4388,0,2
225,0.0189380645751953,4390,0,2
954,6153.381377220154,4391,0,1
976,0.0036945343017578,4391,0,2
954,6153.381377220154,4392,0,1
226,0.5230941772460938,4393,0,2
227,1.5853538513183594,4395,0,2
977,68.81518459320068,4399,0,2
693,2983.1789407730103,4400,0,1
978,0.8685874938964844,4403,0,2
228,0.0001430511474609,4404,0,2
709,0.0005531311035156,4407,0,1
60,0.0082855224609375,4407,0,1
226,0.5230941772460938,4411,0,1
979,81.04325199127197,4412,0,2
214,53145.87513446808,4413,0,1
693,2983.1789407730103,4417,0,1
843,0.3824424743652344,4417,0,1
980,1827.323362350464,4419,0,2
981,0.0027446746826171,4420,0,2
76,114.79349422454834,4420,0,2
30,9.5367431640625e-07,4420,0,1
229,1.8577280044555664,4420,0,2
230,10.06448745727539,4422,0,2
693,2983.1789407730103,4423,0,1
982,0.0010137557983398,4427,0,2
231,0.0001134872436523,4428,0,2
954,6153.381377220154,4430,0,1
983,68.50289916992188,4431,0,2
214,53145.87513446808,4431,0,1
984,0.0063705444335937,4433,0,2
231,0.0001134872436523,4439,0,1
232,0.0156984329223632,4442,0,2
986,182.74742126464844,4442,0,2
985,51227.55898475647,4442,0,2
987,1970.4389333724976,4443,0,2
988,10.39071559906006,4443,0,2
989,1514.997522354126,4444,0,2
990,0.0460987091064453,4445,0,2
226,0.5230941772460938,4447,0,1
989,1514.997522354126,4447,0,1
991,102.9769983291626,4447,0,2
992,16080.320545196531,4450,0,2
30,9.5367431640625e-07,4451,0,1
163,0.009918212890625,4453,0,1
693,2983.1789407730103,4454,0,1
77,1893.7906455993648,4455,0,2
78,19.17088413238525,4455,0,2
993,835.1332559585571,4455,0,2
233,2.145614624023437,4457,0,2
994,0.0396986007690429,4458,0,2
995,93.0740041732788,4458,0,2
993,835.1332559585571,4458,0,1
234,0.0014610290527343,4459,0,2
995,93.0740041732788,4459,0,1
79,8.96453857421875e-05,4468,0,2
235,0.0142011642456054,4471,0,2
184,0.0143032073974609,4475,0,1
236,110076.24020195007,4482,0,2
720,30823.65379524231,4484,0,1
996,44.57794094085693,4484,0,2
149,0.0504379272460937,4494,0,1
940,179271.06340503693,4499,0,1
237,1915.1448593139648,4500,0,2
238,41233.34636116028,4502,0,2
693,2983.1789407730103,4506,0,1
997,0.6164226531982422,4507,0,2
693,2983.1789407730103,4507,0,1
693,2983.1789407730103,4508,0,1
693,2983.1789407730103,4511,0,1
214,53145.87513446808,4513,0,1
998,11669.334915161133,4514,0,2
999,0.0009937286376953,4515,0,2
239,66.89595222473145,4515,0,2
693,2983.1789407730103,4516,0,1
693,2983.1789407730103,4517,0,1
693,2983.1789407730103,4519,0,1
52,0.0492916107177734,4527,0,1
157,4022.1517696380615,4528,0,1
54,4.037049293518066,4529,0,1
954,6153.381377220154,4537,0,1
240,603.8786783218384,4541,0,2
1000,85.40046882629395,4542,0,2
1001,8.677180290222168,4546,0,2
241,109.30271530151369,4553,0,2
1002,9653.55635547638,4557,0,2
709,0.0005531311035156,4557,0,1
242,19.75569438934326,4557,0,2
1003,0.0028743743896484,4558,0,2
693,2983.1789407730103,4558,0,1
157,4022.1517696380615,4561,0,1
80,3.4346866607666016,4561,0,2
1005,0.0066947937011718,4562,0,2
1004,3728.001980781555,4562,0,2
243,9.5367431640625e-05,4563,0,2
244,0.0003604888916015,4563,0,2
154,7.43865966796875e-05,4563,0,1
1006,523.7400789260864,4564,0,2
1007,598.1454229354858,4564,0,2
1008,0.1563835144042968,4565,0,2
1009,69.7687349319458,4565,0,2
1011,0.0011205673217773,4567,0,2
1010,67.26459121704102,4567,0,2
693,2983.1789407730103,4572,0,1
1012,0.0005035400390625,4573,0,2
245,29583.284553527832,4583,0,2
81,8.678436279296875e-05,4583,0,2
693,2983.1789407730103,4589,0,1
246,0.3663339614868164,4593,0,2
82,116.19436073303224,4595,0,2
693,2983.1789407730103,4597,0,1
236,110076.24020195007,4600,0,1
1013,69.06080055236816,4601,0,2
1014,69.37989330291748,4604,0,2
53,0.009765625,4605,0,1
247,102.24224948883057,4610,0,2
248,0.5830802917480469,4610,0,2
1015,0.0420818328857421,4611,0,2
1016,1.3770809173583984,4612,0,2
1017,0.0027704238891601,4613,0,2
249,15935.6628074646,4617,0,2
1018,0.1367511749267578,4624,0,2
250,2.8981761932373047,4625,0,2
940,179271.06340503693,4631,0,1
83,0.8801212310791016,4631,0,2
251,0.3315000534057617,4633,0,2
940,179271.06340503693,4633,0,1
252,785.1799154281616,4638,0,2
1019,4781.640183448792,4641,0,2
1020,21087.02527809143,4642,0,2
393,0.0005550384521484,4643,0,1
1021,0.0013971328735351,4646,0,2
149,0.0504379272460937,4646,0,1
1022,65.744140625,4647,0,2
251,0.3315000534057617,4649,0,1
1023,2.482950210571289,4651,0,2
693,2983.1789407730103,4652,0,1
1024,2.7311010360717773,4652,0,2
940,179271.06340503693,4653,0,1
1025,0.0147266387939453,4654,0,2
157,4022.1517696380615,4654,0,1
1026,20969.345339775085,4655,0,2
693,2983.1789407730103,4657,0,1
1027,176.5773630142212,4657,0,2
253,0.543212890625,4659,0,2
1029,175.31636333465576,4660,0,2
1028,0.0010890960693359,4660,0,2
84,2618.3906469345093,4662,0,2
1030,1140.3149795532229,4662,0,2
720,30823.65379524231,4662,0,1
30,9.5367431640625e-07,4663,0,1
1031,309.00343132019043,4665,0,2
1032,6.560925483703613,4668,0,2
1034,1176.1426753997805,4673,0,2
1033,1347.3113946914673,4673,0,2
1036,2530.9849243164062,4674,0,2
251,0.3315000534057617,4674,0,1
1035,1.020673751831055,4674,0,2
1037,0.0056381225585937,4674,0,2
20,0.0002880096435546,4675,0,1
1038,264.1845111846924,4677,0,2
20,0.0002880096435546,4677,0,1
1039,0.0081396102905273,4677,0,2
1040,0.0022659301757812,4679,0,2
20,0.0002880096435546,4682,0,1
1041,10101.839162826538,4687,0,2
693,2983.1789407730103,4688,0,1
1033,1347.3113946914673,4688,0,1
30,9.5367431640625e-07,4688,0,1
1042,651.3215312957764,4690,0,2
1043,104.25518417358398,4691,0,2
954,6153.381377220154,4692,0,1
254,40137.58246707916,4693,0,2
954,6153.381377220154,4694,0,1
254,40137.58246707916,4696,0,1
1044,0.1093807220458984,4696,0,2
17,0.0,4698,0,1
255,0.0161972045898437,4698,0,2
253,0.543212890625,4700,0,1
954,6153.381377220154,4701,0,1
1045,70.23132705688477,4702,0,2
256,27.185476303100582,4704,0,2
982,0.0010137557983398,4707,0,1
693,2983.1789407730103,4707,0,1
693,2983.1789407730103,4707,0,1
257,23.605274200439453,4708,0,2
1047,35847.81189441681,4709,0,2
1046,0.088357925415039,4709,0,2
1048,335191.99016952515,4710,0,2
693,2983.1789407730103,4710,0,1
1049,0.0009098052978515,4711,0,2
1050,69.39432907104492,4715,0,2
85,17.734883308410645,4715,0,2
253,0.543212890625,4715,0,1
17,0.0,4717,0,1
1051,3802.0681581497192,4718,0,2
1052,0.7077093124389648,4718,0,2
1053,14.16537380218506,4722,0,2
1054,0.0008974075317382,4724,0,2
1055,0.0806198120117187,4726,0,2
693,2983.1789407730103,4727,0,1
1056,69.80604267120361,4727,0,2
693,2983.1789407730103,4728,0,1
693,2983.1789407730103,4728,0,1
693,2983.1789407730103,4729,0,1
258,0.014378547668457,4731,0,2
50,0.0082035064697265,4734,0,1
693,2983.1789407730103,4735,0,1
157,4022.1517696380615,4737,0,1
1057,256.3224210739136,4741,0,2
1058,0.0002679824829101,4741,0,2
259,32079.69935798645,4741,0,2
260,664.00927734375,4743,0,2
86,5.2152204513549805,4744,0,2
963,227.64017009735107,4746,0,1
1059,13015.180362701416,4747,0,2
1060,0.1080684661865234,4751,0,2
1061,59862.23907661438,4756,0,2
54,4.037049293518066,4757,0,1
61,0.0202493667602539,4758,0,1
1062,0.0034103393554687,4762,0,2
1063,14824.637996673584,4764,0,2
1064,70.90603065490723,4768,0,2
826,748.4409551620483,4771,0,1
703,14.975818634033203,4773,0,1
149,0.0504379272460937,4779,0,1
1065,1.1033878326416016,4781,0,2
87,16.08076000213623,4782,0,2
243,9.5367431640625e-05,4782,0,1
693,2983.1789407730103,4783,0,1
88,0.0493736267089843,4783,0,2
1066,67.27662467956543,4787,0,2
1067,0.0033893585205078,4788,0,2
693,2983.1789407730103,4790,0,1
1068,42206.79402256012,4797,0,2
393,0.0005550384521484,4797,0,1
1069,0.000502586364746,4805,0,2
1070,0.1937131881713867,4806,0,2
1071,0.1688222885131836,4807,0,2
693,2983.1789407730103,4810,0,1
249,15935.6628074646,4811,0,1
1072,0.0109310150146484,4814,0,2
1073,2926.9349660873413,4815,0,2
1074,0.0095024108886718,4820,0,2
148,0.0656309127807617,4820,0,1
261,588.7706146240234,4821,0,2
1075,86.47178554534912,4821,0,2
1076,0.0651750564575195,4821,0,2
1077,9.449928283691406,4822,0,2
262,39906.97211647034,4832,0,2
720,30823.65379524231,4833,0,1
1078,748.5981216430664,4833,0,2
693,2983.1789407730103,4834,0,1
693,2983.1789407730103,4834,0,1
1079,0.0204658508300781,4836,0,2
1080,69.40174293518066,4836,0,2
1081,0.0070905685424804,4840,0,2
1082,3.437002182006836,4844,0,2
693,2983.1789407730103,4849,0,1
1085,0.0012731552124023,4853,0,2
1084,68.93294715881348,4853,0,2
153,9.1552734375e-05,4853,0,1
1083,0.0042314529418945,4853,0,2
1087,70.32094860076904,4857,0,2
1086,1.227071762084961,4857,0,2
263,49.880069732666016,4858,0,2
1088,1.993952751159668,4860,0,2
89,0.0034103393554687,4863,0,2
1089,23.924735069274902,4872,0,2
1090,33.93696308135986,4875,0,2
709,0.0005531311035156,4876,0,1
693,2983.1789407730103,4876,0,1
1091,424.7588872909546,4877,0,2
90,261.4301815032959,4878,0,2
1092,68.94810199737549,4879,0,2
264,819.3809652328491,4882,0,2
1093,15919.491221427916,4884,0,2
1094,69.0610933303833,4887,0,2
1095,7351.685247421265,4888,0,2
693,2983.1789407730103,4888,0,1
693,2983.1789407730103,4889,0,1
792,128698.49016284944,4889,0,1
1096,1.0740880966186523,4890,0,2
53,0.009765625,4892,0,1
693,2983.1789407730103,4893,0,1
30,9.5367431640625e-07,4894,0,1
1097,0.3938941955566406,4896,0,2
256,27.185476303100582,4898,0,1
693,2983.1789407730103,4899,0,1
265,0.2688894271850586,4904,0,2
123,0.0001192092895507,4904,0,1
693,2983.1789407730103,4906,0,1
1098,69.80981159210205,4909,0,2
157,4022.1517696380615,4911,0,1
1099,69.42744731903076,4911,0,2
693,2983.1789407730103,4916,0,1
693,2983.1789407730103,4916,0,1
149,0.0504379272460937,4919,0,1
30,9.5367431640625e-07,4921,0,1
214,53145.87513446808,4922,0,1
266,168051.5778245926,4923,0,2
267,6.039346694946289,4925,0,2
1100,10924.377036094666,4930,0,2
214,53145.87513446808,4930,0,1
1101,10.57050609588623,4937,0,2
1102,1222.0150184631348,4938,0,2
1103,1501.523687362671,4939,0,2
52,0.0492916107177734,4941,0,1
1105,809.130129814148,4941,0,2
1106,727811.8733797073,4941,0,2
1104,3978.7110300064087,4941,0,2
1107,1471.1324834823608,4942,0,2
1104,3978.7110300064087,4942,0,1
1105,809.130129814148,4943,0,1
1108,70.9894666671753,4944,0,2
1109,1.4472284317016602,4944,0,2
1110,0.0013341903686523,4945,0,2
1104,3978.7110300064087,4946,0,1
1111,0.4270954132080078,4947,0,2
91,645.6048412322998,4948,0,2
1104,3978.7110300064087,4948,0,1
1105,809.130129814148,4949,0,1
1112,1.0180177688598633,4949,0,2
1104,3978.7110300064087,4951,0,1
1113,1464.5257177352903,4952,0,2
693,2983.1789407730103,4952,0,1
1105,809.130129814148,4954,0,1
1104,3978.7110300064087,4954,0,1
1114,1470.6833200454712,4954,0,2
268,39420.44375133514,4955,0,2
1115,67.2900218963623,4956,0,2
709,0.0005531311035156,4957,0,1
1116,0.0029506683349609,4957,0,2
1117,0.1263456344604492,4957,0,2
693,2983.1789407730103,4960,0,1
699,17596.68665409088,4961,0,1
693,2983.1789407730103,4965,0,1
1118,10901.50758075714,4968,0,2
1119,44640.25975894928,4970,0,2
1120,0.0226726531982421,4972,0,2
269,143.9585304260254,4973,0,2
92,9.250640869140624e-05,4974,0,2
270,0.2416496276855468,4976,0,2
271,3158.30038356781,4978,0,2
270,0.2416496276855468,4978,0,1
1121,215.7540225982666,4980,0,2
54,4.037049293518066,4984,0,1
268,39420.44375133514,4986,0,1
1122,713.532488822937,4986,0,2
123,0.0001192092895507,4988,0,1
720,30823.65379524231,4988,0,1
693,2983.1789407730103,4990,0,1
693,2983.1789407730103,4991,0,1
1123,0.0763187408447265,4992,0,2
1124,0.0051813125610351,4993,0,2
1125,22.176005363464355,4996,0,2
1126,59.18341064453125,4997,0,2
1127,2239.5231885910034,4999,0,2
270,0.2416496276855468,5000,0,1
1128,0.0524444580078125,5002,0,2
53,0.009765625,5005,0,1
1129,0.0111637115478515,5006,0,2
272,1354.238203048706,5007,0,2
273,167.6684532165527,5011,0,2
79,8.96453857421875e-05,5012,0,1
93,0.0296945571899414,5012,0,2
1130,69.2996768951416,5012,0,2
66,7.2479248046875e-05,5013,0,1
94,8.0108642578125e-05,5013,0,2
95,0.0001049041748046,5014,0,2
693,2983.1789407730103,5014,0,1
96,0.0046968460083007,5015,0,2
97,0.048828125,5015,0,2
693,2983.1789407730103,5015,0,1
1131,0.0229921340942382,5017,0,2
98,18093.455374717712,5017,0,2
1132,0.0699853897094726,5020,0,2
27,7.43865966796875e-05,5021,0,1
693,2983.1789407730103,5021,0,1
274,29313.36553478241,5026,0,2
275,0.0159931182861328,5027,0,2
693,2983.1789407730103,5029,0,1
1133,0.0018234252929687,5035,0,2
276,1544.0539274215698,5037,0,2
709,0.0005531311035156,5040,0,1
1134,69.1512804031372,5040,0,2
1135,0.0114555358886718,5043,0,2
163,0.009918212890625,5043,0,1
277,0.0014190673828125,5047,0,2
67,0.0002403259277343,5049,0,1
1136,0.0222835540771484,5054,0,2
1137,7332.1258907318115,5056,0,2
940,179271.06340503693,5057,0,1
99,0.00469970703125,5059,0,2
1138,69.63085746765137,5059,0,2
47,14.015666007995604,5060,0,1
278,15.603985786437988,5060,0,2
279,39341.80677604675,5061,0,2
280,27046.05121421814,5063,0,2
1139,0.0078010559082031,5064,0,2
693,2983.1789407730103,5065,0,1
1140,1611.7294874191284,5066,0,2
100,13384.961807250977,5066,0,2
1141,70.17194843292236,5066,0,2
1142,344.4965696334839,5067,0,2
693,2983.1789407730103,5068,0,1
281,53056.33084011078,5070,0,2
1143,6306.375570297241,5070,0,2
1144,2861.5624504089355,5073,0,2
228,0.0001430511474609,5075,0,1
693,2983.1789407730103,5075,0,1
282,11637.277472496033,5077,0,2
1145,70.67283630371094,5077,0,2
1146,481.8945178985596,5077,0,2
157,4022.1517696380615,5083,0,1
153,9.1552734375e-05,5084,0,1
693,2983.1789407730103,5084,0,1
1147,221.86645221710205,5085,0,2
101,0.025984764099121,5089,0,2
1148,69.73790550231934,5089,0,2
148,0.0656309127807617,5090,0,1
470,0.0,5090,0,1
148,0.0656309127807617,5091,0,1
148,0.0656309127807617,5091,0,1
693,2983.1789407730103,5091,0,1
1149,0.0005731582641601,5093,0,2
693,2983.1789407730103,5094,0,1
283,0.0192193984985351,5096,0,2
1150,0.0110301971435546,5097,0,2
60,0.0082855224609375,5099,0,1
166,0.0505218505859375,5100,0,1
284,0.0704402923583984,5102,0,2
279,39341.80677604675,5104,0,1
20,0.0002880096435546,5104,0,1
102,0.0486373901367187,5105,0,2
1151,0.0005578994750976,5105,0,2
20,0.0002880096435546,5107,0,1
1152,760.8701171875,5108,0,2
1153,0.0022811889648437,5111,0,2
20,0.0002880096435546,5113,0,1
20,0.0002880096435546,5113,0,1
1154,21.6625394821167,5113,0,2
99,0.00469970703125,5113,0,1
52,0.0492916107177734,5113,0,1
1155,222615.76386356357,5114,0,2
20,0.0002880096435546,5114,0,1
1156,0.003819465637207,5115,0,2
1157,0.0003910064697265,5116,0,2
1158,0.0003681182861328,5117,0,2
1159,0.0005617141723632,5118,0,2
1160,0.0100612640380859,5119,0,2
709,0.0005531311035156,5119,0,1
285,0.0595483779907226,5120,0,2
184,0.0143032073974609,5120,0,1
249,15935.6628074646,5123,0,1
1161,0.1200027465820312,5123,0,2
1162,0.0006389617919921,5124,0,2
1163,79.66104316711426,5125,0,2
1164,0.0015068054199218,5125,0,2
1166,0.0100297927856445,5126,0,2
1165,15242.278349876404,5126,0,2
1167,0.0036258697509765,5127,0,2
1168,105.0850067138672,5127,0,2
1169,442.4642095565796,5128,0,2
20,0.0002880096435546,5129,0,1
1170,0.3102216720581054,5129,0,2
20,0.0002880096435546,5129,0,1
1171,4169.051309585571,5129,0,2
20,0.0002880096435546,5130,0,1
148,0.0656309127807617,5130,0,1
286,0.0085611343383789,5131,0,2
1172,0.0176382064819335,5132,0,2
1173,0.1716775894165039,5132,0,2
20,0.0002880096435546,5133,0,1
1174,0.0118446350097656,5133,0,2
1175,0.0310964584350585,5134,0,2
1176,15353.56296825409,5135,0,2
1177,0.0066614151000976,5136,0,2
1178,0.0057954788208007,5136,0,2
287,0.0614080429077148,5136,0,2
1179,23.62249565124512,5137,0,2
20,0.0002880096435546,5137,0,1
1180,0.0012807846069335,5137,0,2
1182,0.0018730163574218,5138,0,2
1181,0.006810188293457,5138,0,2
20,0.0002880096435546,5139,0,1
1183,15031.203987121582,5139,0,2
693,2983.1789407730103,5140,0,1
1184,68.89942836761475,5140,0,2
1185,3.951569557189941,5143,0,2
1186,6.643312454223633,5143,0,2
1187,0.7998456954956055,5144,0,2
1189,0.0238971710205078,5145,0,2
1188,2.758675575256348,5145,0,2
1190,28.45427894592285,5146,0,2
1191,24346.14882850647,5146,0,2
1192,0.3802900314331054,5146,0,2
30,9.5367431640625e-07,5148,0,1
1193,24.829718589782715,5149,0,2
1194,3.4072084426879883,5150,0,2
1195,4.289007186889648,5152,0,2
157,4022.1517696380615,5153,0,1
1196,24.846810340881348,5153,0,2
1197,7756.622883796692,5154,0,2
1198,13.965662002563477,5155,0,2
1199,7.449075698852539,5157,0,2
1200,1.3255233764648438,5158,0,2
693,2983.1789407730103,5158,0,1
1201,1.7531805038452148,5159,0,2
20,0.0002880096435546,5162,0,1
1202,6.0174560546875,5162,0,2
99,0.00469970703125,5163,0,1
1203,0.1091547012329101,5164,0,2
20,0.0002880096435546,5164,0,1
1204,42137.46699142456,5167,0,2
1205,0.0003595352172851,5168,0,2
1206,0.0082578659057617,5169,0,2
1207,0.0264482498168945,5170,0,2
1208,34963.25667285919,5171,0,2
1209,1.5663433074951172,5171,0,2
1212,0.0418424606323242,5172,0,2
1211,0.2426013946533203,5172,0,2
1210,0.0016202926635742,5172,0,2
693,2983.1789407730103,5173,0,1
103,0.0472068786621093,5173,0,2
67,0.0002403259277343,5173,0,1
1213,0.0007266998291015,5175,0,2
20,0.0002880096435546,5176,0,1
1215,0.1284399032592773,5177,0,2
1214,0.0176515579223632,5177,0,2
20,0.0002880096435546,5178,0,1
30,9.5367431640625e-07,5178,0,1
1119,44640.25975894928,5179,0,1
1216,0.0036001205444335,5180,0,2
1217,70.1861925125122,5181,0,2
720,30823.65379524231,5184,0,1
214,53145.87513446808,5184,0,1
1219,65.51699924468994,5186,0,2
1218,71.07462310791016,5186,0,2
693,2983.1789407730103,5187,0,1
693,2983.1789407730103,5188,0,1
693,2983.1789407730103,5189,0,1
104,0.004465103149414,5190,0,2
148,0.0656309127807617,5190,0,1
214,53145.87513446808,5191,0,1
1220,0.6393260955810547,5193,0,2
1221,12779.51496219635,5195,0,2
1222,304.86825466156006,5196,0,2
105,18.92581558227539,5204,0,2
693,2983.1789407730103,5207,0,1
1223,59796.91213417053,5208,0,2
393,0.0005550384521484,5209,0,1
1224,0.0052719116210937,5211,0,2
1225,6.554269790649414,5212,0,2
1226,0.119537353515625,5214,0,2
1227,0.0110387802124023,5217,0,2
256,27.185476303100582,5218,0,1
106,254.25738430023196,5218,0,2
149,0.0504379272460937,5219,0,1
107,7.026669502258301,5219,0,2
214,53145.87513446808,5223,0,1
1228,68.90787887573242,5224,0,2
693,2983.1789407730103,5225,0,1
1229,72.02515506744385,5225,0,2
693,2983.1789407730103,5227,0,1
954,6153.381377220154,5231,0,1
54,4.037049293518066,5234,0,1
288,0.0558347702026367,5235,0,2
108,0.0041656494140625,5241,0,2
1230,0.0261793136596679,5241,0,2
288,0.0558347702026367,5242,0,1
1231,0.4019250869750976,5245,0,2
1232,8.970712661743164,5248,0,2
693,2983.1789407730103,5250,0,1
1233,981.395513534546,5252,0,2
693,2983.1789407730103,5253,0,1
1234,5893.309742927551,5258,0,2
693,2983.1789407730103,5260,0,1
1235,0.0626602172851562,5260,0,2
157,4022.1517696380615,5261,0,1
1236,895402.0498571396,5261,0,2
109,5072.20222568512,5262,0,2
289,40103.38141727448,5265,0,2
249,15935.6628074646,5267,0,1
1237,250.12658596038816,5273,0,2
693,2983.1789407730103,5279,0,1
1238,93.00850582122804,5281,0,2
1239,0.0022563934326171,5286,0,2
693,2983.1789407730103,5287,0,1
290,37.133131980896,5288,0,2
1240,69.41499423980713,5288,0,2
157,4022.1517696380615,5290,0,1
1241,13009.83511352539,5290,0,2
693,2983.1789407730103,5290,0,1
1242,0.7158317565917969,5293,0,2
110,0.0006217956542968,5293,0,2
52,0.0492916107177734,5294,0,1
709,0.0005531311035156,5295,0,1
236,110076.24020195007,5297,0,1
1243,0.3102865219116211,5302,0,2
1245,5540.1809425354,5304,0,2
1244,2069.4516820907597,5304,0,2
111,78.36519813537598,5313,0,2
1246,7.290383338928223,5317,0,2
1248,69.65138721466064,5318,0,2
1247,71510.53437137604,5318,0,2
693,2983.1789407730103,5319,0,1
