Time, Size_stored
12842736, 1425791.901028
12842736, 1425868.201031
12842736, 1425987.701031
12842736, 1426059.901028
12842736, 1426307.601025
12842736, 1426403.301021
12842736, 1426538.001018
12842736, 1426540.601018
12842736, 1426544.201018
12842736, 1426763.901015
12842736, 1426867.101012
12842736, 1427009.201018
12842736, 1427012.501018
12842737, 1427165.501018
12842737, 1427223.901020
12842737, 1427378.901020
12842737, 1427485.101017
12842737, 1427602.501018
12842739, 1427746.101024
12842740, 1427903.301021
12842742, 1428032.201015
12842743, 1428183.901012
12842743, 1428389.001018
12843036, 1428497.401020
12843036, 1428501.401020
12843036, 1428614.001018
12843036, 1428813.701015
12843036, 1428922.101017
12843036, 1428997.501018
12843036, 1429114.701015
12843036, 1429186.201015
12843036, 1429373.301021
12843036, 1429525.601024
12843036, 1429746.301021
12843036, 1429749.001021
12843036, 1429752.701021
12843036, 1429969.301027
12843036, 1430070.901026
12843036, 1430202.201029
12843036, 1430305.801027
12843036, 1430310.801027
12843037, 1430446.601030
12843037, 1430589.701037
12843037, 1430647.501036
12843037, 1430754.801039
12843037, 1430876.001036
12843039, 1431036.401030
12843040, 1431166.601027
12843042, 1431302.001021
12843043, 1431439.701017
12843043, 1431536.001021
12843336, 1431708.101027
12843336, 1431830.001028
12843336, 1432024.601034
12843336, 1432029.601034
12843336, 1432117.401037
12843336, 1432192.701040
12843336, 1432327.801046
12843336, 1432503.601050
12843336, 1432698.401053
12843336, 1432850.801046
12843336, 1432951.001043
12843336, 1432953.801043
12843336, 1432957.001043
12843336, 1433174.601050
12843336, 1433307.401053
12843336, 1433310.701053
12843336, 1433409.201053
12843336, 1433485.401049
12843337, 1433620.801043
12843337, 1433677.301043
12843337, 1433820.501040
12843337, 1433972.801043
12843337, 1434073.101046
12843339, 1434197.801043
12843340, 1434322.901042
12843342, 1434449.201045
12843343, 1434577.101046
12843343, 1434675.301043
12844236, 1434855.901049
12844236, 1434956.001048
12844236, 1435136.901042
12844236, 1435335.101039
12844236, 1435339.901039
12844236, 1435443.801041
12844236, 1435519.801041
12844236, 1435649.601044
12844236, 1435852.701050
12844236, 1435984.201050
12844236, 1436119.401047
12844236, 1436272.601044
12844236, 1436385.301041
12844236, 1436476.201042
12844236, 1436479.401042
12844236, 1436482.801042
12844236, 1436694.101045
12844237, 1436696.901045
12844237, 1436799.301047
12844237, 1436918.001044
12844237, 1437078.901038
12844237, 1437241.001044
12844237, 1437317.701041
12844239, 1437377.501040
12844240, 1437521.701037
12844242, 1437647.901034
12844243, 1437788.901034
12844243, 1437888.801035
12844536, 1438085.901041
12844536, 1438263.401041
12844536, 1438467.501047
12844536, 1438472.601047
12844536, 1438570.001049
12844536, 1438646.301052
12844536, 1438785.401058
12844536, 1438939.801052
12844536, 1438943.101052
12844536, 1438945.901052
12844536, 1438949.001052
12844536, 1439158.301055
12844536, 1439262.001052
12844536, 1439401.701049
12844536, 1439515.901046
12844536, 1439651.901046
12844536, 1439729.201049
12844537, 1439903.701049
12844537, 1440010.901046
12844537, 1440128.901046
12844537, 1440287.101043
12844537, 1440438.201049
12844537, 1440514.901046
12844539, 1440576.801047
12844540, 1440721.801047
12844542, 1440846.301047
12844543, 1440967.801047
12844543, 1441133.201041
12844836, 1441226.001044
12844836, 1441369.701041
12844836, 1441570.601035
12844836, 1441575.501035
12844836, 1441678.901037
12844836, 1441754.801038
12844836, 1441946.501035
12844836, 1442035.701032
12844836, 1442039.001032
12844836, 1442180.401026
12844836, 1442279.401026
12844836, 1442480.801020
12844836, 1442484.301020
12844836, 1442487.201020
12844836, 1442621.601014
12844836, 1442775.101014
12844837, 1443007.301011
12844837, 1443136.401017
12844837, 1443300.201020
12844837, 1443448.101014
12844837, 1443528.201012
12844837, 1443647.301011
12844837, 1443754.901009
12844839, 1443817.401009
12844840, 1443960.501015
12844842, 1444088.001015
12844843, 1444233.701012
12844843, 1444337.401009
12845136, 1444552.101006
12845136, 1444748.801003
12845136, 1444753.701003
12845136, 1444879.601005
12845136, 1444954.401008
12845136, 1445078.701011
12845136, 1445293.001014
12845136, 1445440.601020
12845136, 1445723.801032
12845136, 1445803.301032
12845136, 1445806.301032
12845136, 1445810.301032
12845136, 1446019.901038
12845136, 1446124.401038
12845136, 1446261.701041
12845136, 1446265.301041
12845137, 1446399.701035
12845137, 1446472.201035
12845137, 1446635.601029
12845137, 1446736.601029
12845137, 1446852.801026
12845137, 1446912.001027
12845138, 1447061.501027
12845139, 1447180.601025
12845140, 1447338.001019
12845142, 1447478.101025
12845143, 1447641.901028
12845143, 1447754.301030
12845436, 1447986.401036
12845436, 1448134.201039
12845436, 1448138.801039
12845436, 1448258.801039
12845436, 1448334.501036
12845436, 1448394.501036
12845436, 1448586.401030
12845436, 1448827.501036
12845436, 1448949.601034
12845436, 1449081.101034
12845436, 1449083.901034
12845436, 1449087.501034
12845436, 1449306.801037
12845436, 1449406.901036
12845436, 1449546.201039
12845436, 1449727.401036
12845436, 1449731.001036
12845437, 1449804.701033
12845437, 1449952.201033
12845437, 1450120.101026
12845437, 1450252.901029
12845437, 1450373.501028
12845437, 1450482.201025
12845439, 1450560.501028
12845440, 1450718.101034
12845442, 1450849.001028
12845443, 1451005.001028
12845443, 1451207.901022
12845736, 1451310.401022
12845736, 1451386.101019
12845736, 1451492.801016
12845736, 1451497.101016
12845736, 1451677.201022
12845736, 1451790.401019
12845736, 1451967.301013
12845736, 1452183.801013
12845736, 1452187.201013
12845736, 1452250.401014
12845736, 1452397.001020
12845736, 1452528.201017
12845736, 1452531.101017
12845736, 1452599.701015
12845736, 1452794.901012
12845736, 1452893.101009
12845736, 1453033.201015
12845737, 1453036.101015
12845737, 1453139.601015
12845737, 1453298.801012
12845737, 1453463.601015
12845737, 1453543.201014
12845737, 1453655.401011
12845739, 1453771.201014
12845740, 1453930.301020
12845742, 1454053.601023
12845743, 1454182.301020
12845743, 1454366.501017
17936711, 1454465.901019
17936711, 1454629.301012
17936711, 1454750.501009
17936711, 1454837.901011
17936711, 1454935.401011
17936719, 1455123.901011
17937011, 1455454.301005
17937011, 1455552.901003
17937011, 1455644.801005
17937011, 1455762.501002
17937019, 1455907.601008
17937021, 1456225.001002
17937311, 1456392.101008
17937311, 1456580.501002
17937311, 1456728.700999
17937311, 1456845.601000
17937311, 1456934.001002
17937319, 1457031.001002
17937911, 1457332.201014
17937911, 1457509.201014
17937911, 1457658.201014
17937911, 1457774.801012
17937911, 1457861.601015
17937919, 1457974.001017
17938511, 1458258.901011
17938511, 1458365.601008
17938511, 1458454.901011
17938511, 1458564.301012
17938511, 1458717.401019
17938519, 1458928.701022
17939711, 1459270.501009
17939711, 1459428.401003
17939711, 1459586.101000
17939711, 1459701.601000
17939711, 1459790.700999
17939719, 1459894.400996
17939719, 1460158.501002
17939719, 1460339.001002
17939723, 1460463.101000
17939726, 1460473.401000
17939728, 1460480.401000
17939732, 1460483.801000
17939734, 1460485.701000
17939742, 1460489.801000
17939742, 1460492.701000
17939742, 1460496.401000
17939742, 1460688.201004
17939742, 1460846.501007
17939743, 1460848.701007
17939749, 1461014.601001
17939753, 1461207.201007
17939757, 1462063.300982
17939758, 1462134.700984
17939758, 1462200.000987
17939761, 1462256.100985
17939772, 1462363.500987
17939775, 1462479.000987
17939780, 1462602.300990
17939806, 1462611.700989
17940042, 1462703.900986
17940042, 1462827.900986
17940042, 1463031.400986
17940042, 1463142.300988
17940042, 1463266.900986
17940042, 1463454.100983
17940042, 1463529.200982
17940042, 1463682.600976
17940043, 1463684.800976
17940043, 1463842.700970
17940043, 1463956.200970
17940044, 1464030.400967
17940342, 1464102.600964
17940342, 1464109.200963
17940342, 1464125.100963
17940342, 1464141.200963
17940342, 1464151.500964
17940343, 1464162.100964
17940405, 1464175.700964
17940406, 1464693.500952
17940407, 1465141.200964
17940407, 1465253.700964
17940408, 1465785.800940
17940408, 1465842.500941
17940409, 1465899.500941
17940420, 1465957.100939
17940421, 1466074.800936
17940421, 1466211.600939
17940421, 1466360.600939
17940421, 1466472.800936
17940422, 1466474.500936
17940423, 1466561.000936
17940604, 1466650.000936
17940609, 1466676.500936
17940619, 1466685.100937
17940621, 1466689.100937
17940624, 1466849.100937
17940629, 1466856.600937
17940632, 1466863.100937
17940642, 1466869.400937
17940642, 1467024.000943
17940642, 1467098.100941
17940642, 1467100.300941
17940642, 1467253.200935
17940642, 1467325.500938
17940642, 1467515.500938
17940642, 1467638.700935
17940642, 1467853.400932
17940642, 1467866.500933
17940642, 1467868.500933
17940642, 1468054.500933
17940642, 1468174.400934
17940643, 1468297.700937
17940643, 1468348.900938
17940643, 1468422.000937
17940643, 1468429.600936
17940743, 1468493.500938
17940751, 1468495.300938
17940757, 1468580.600941
17940942, 1468699.100941
17940942, 1468863.500935
17940942, 1468865.800935
17940942, 1469026.100938
17940942, 1469097.100938
17940942, 1469288.500932
17940942, 1469412.700929
17940942, 1469627.300935
17940942, 1469749.400933
17940942, 1469751.500933
17940942, 1469944.900927
17940942, 1470066.500926
17940943, 1470265.700922
17940943, 1470335.900919
17940943, 1470387.300921
17940943, 1470450.000922
17940943, 1470585.900916
17941242, 1470659.000914
17941242, 1470820.300917
17941242, 1470894.000914
17941242, 1471082.300917
17941242, 1471084.500917
17941242, 1471240.200914
17941242, 1471361.300913
17941242, 1471548.500910
17941242, 1471762.400903
17941242, 1471814.500902
17941242, 1471945.700899
17941242, 1471947.800899
17941242, 1472139.300899
17941243, 1472260.300899
17941243, 1472309.700900
17941243, 1472447.000903
17941243, 1472519.300906
17941502, 1472593.100909
17941503, 1472625.400909
17941506, 1472642.600909
17941509, 1472909.300922
17941511, 1473152.600925
17941542, 1473164.500924
17941542, 1473285.000924
17941542, 1473287.400924
17941542, 1473439.600921
17941542, 1473596.700927
17941542, 1473786.200927
17941542, 1473907.600929
17941542, 1474104.000923
17941542, 1474106.100923
17941542, 1474174.900926
17941542, 1474421.900926
17941542, 1474424.100926
17941542, 1474557.400929
17941542, 1474749.100926
17941542, 1474751.200926
17941542, 1474964.400923
17941542, 1475088.500921
17941542, 1475226.700918
17941543, 1475279.000917
17941543, 1475327.600916
17941543, 1475474.100916
17941543, 1475544.600916
17941842, 1475618.900919
17941842, 1475670.600920
17941842, 1475673.100920
17941842, 1475827.700926
17941842, 1475895.500929
17941842, 1476053.800932
17941842, 1476246.100935
17941842, 1476378.800932
17941842, 1476381.000932
17941842, 1476505.600930
17941842, 1476732.600930
17941842, 1476867.100930
17941842, 1477079.900934
17941842, 1477204.300935
17941842, 1477206.600935
17941842, 1477395.200941
17941842, 1477580.000944
17941842, 1477713.800947
17941843, 1477716.000947
17941843, 1477783.100946
17941843, 1477857.300943
17941843, 1477907.600942
17941953, 1478054.400945
17941965, 1478121.800946
17942142, 1478202.500943
17942142, 1478276.300946
17942142, 1478278.700947
17942142, 1478428.000950
17942142, 1478582.200947
17942142, 1478766.200947
17942142, 1478900.800953
17942142, 1478903.100953
17942142, 1478905.600953
17942142, 1479045.000947
17942142, 1479185.700943
17942142, 1479301.800942
17942142, 1479515.000939
17942142, 1479647.200936
17942142, 1479649.600936
17942142, 1479835.200942
17942142, 1480021.000945
17942143, 1480257.700942
17942143, 1480331.300941
17942143, 1480389.600940
17942143, 1480467.700938
17942143, 1480617.300944
17942143, 1480746.100947
17942143, 1480832.700946
17942442, 1480882.900947
17942442, 1481027.600944
17942442, 1481097.600944
17942442, 1481257.300941
17942442, 1481447.100944
17942442, 1481579.500937
17942442, 1481581.600937
17942442, 1481584.000937
17942442, 1481830.100944
17942442, 1481953.400947
17942442, 1482092.500953
17942442, 1482283.200950
17942442, 1482285.600950
17942442, 1482423.600950
17942442, 1482425.800950
17942442, 1482542.100953
17942442, 1482756.400956
17942443, 1482940.300950
17942443, 1482996.600949
17942443, 1483158.100949
17942443, 1483231.800946
17942443, 1483281.300946
17942443, 1483415.100949
17942443, 1483501.900952
17942742, 1483647.900952
17942742, 1483781.400952
17942742, 1483783.800952
17942742, 1483927.700946
17942742, 1483996.700946
17942742, 1484149.800952
17942742, 1484331.100955
17942742, 1484509.100955
17942742, 1484511.300955
17942742, 1484645.200949
17942742, 1484895.200949
17942742, 1485041.300955
17942742, 1485253.900961
17942742, 1485372.200964
17942742, 1485555.500968
17942742, 1485696.200964
17942742, 1485698.700964
17942743, 1485701.000964
17942743, 1485864.200961
17942743, 1485937.300960
17942743, 1486002.400958
17942743, 1486151.800952
17942743, 1486278.900951
17942743, 1486366.700954
17943042, 1486417.000953
17943042, 1486419.400953
17943042, 1486579.000959
17943042, 1486743.400953
17943042, 1486926.000959
17943042, 1487117.800962
17943042, 1487252.900968
17943042, 1487255.100968
17943042, 1487321.200967
17943042, 1487455.900964
17943042, 1487584.500970
17943042, 1487797.300973
17943042, 1487927.400979
17943042, 1487929.800979
17943042, 1488113.500976
17943042, 1488251.900970
17943042, 1488254.300970
17943043, 1488500.100973
17943043, 1488574.600973
17943043, 1488637.800974
17943043, 1488816.000971
17943043, 1488963.900965
17943043, 1489097.900965
17943043, 1489185.500963
17943342, 1489234.800962
17943342, 1489366.200956
17943342, 1489368.500956
17943342, 1489504.300959
17943342, 1489569.700961
17943342, 1489731.000964
17943342, 1489910.900958
17943342, 1489913.200958
17943342, 1490102.100952
17943342, 1490355.500946
17943342, 1490504.700943
17943342, 1490640.100936
17943342, 1490776.100936
17943342, 1490982.600936
17943342, 1491101.600936
17943342, 1491104.100936
17943342, 1491287.700943
17943343, 1491290.400943
17943343, 1491364.300944
17943343, 1491429.700946
17943343, 1491612.300952
17943343, 1491663.000952
17943343, 1491798.300956
17943343, 1491887.600959
17943617, 1492040.500952
17943619, 1492194.400946
17943642, 1492319.400946
17943642, 1492455.500952
17943642, 1492457.800952
17943642, 1492605.900959
17943642, 1492675.300960
17943642, 1492834.100963
17943642, 1493017.500957
17943642, 1493217.200954
17943642, 1493408.600948
17943642, 1493410.700948
17943642, 1493413.100948
17943642, 1493658.700954
17943642, 1493796.600948
17943642, 1493924.100948
17943642, 1494049.000949
17943642, 1494051.300949
17943642, 1494236.200943
17943643, 1494368.700943
17943643, 1494442.100945
17943643, 1494506.400948
17943643, 1494675.200951
17943643, 1494830.000954
17943643, 1494915.600952
17943643, 1495043.400955
17943942, 1495093.600956
17943942, 1495243.900959
17943942, 1495324.500958
17943942, 1495493.600964
17943942, 1495683.800961
17943942, 1495833.700955
17943942, 1496022.200955
17943942, 1496024.800955
17943942, 1496027.100955
17943942, 1496029.900954
17943942, 1496286.500961
17943942, 1496433.700958
17943942, 1496568.200958
17943942, 1496782.700958
17943942, 1496972.300964
17943942, 1496975.100964
17943942, 1497097.700962
17943943, 1497235.900959
17943943, 1497310.200962
17943943, 1497376.300961
17943943, 1497540.300961
17943943, 1497591.100960
17943943, 1497724.100960
17943943, 1497813.100960
17944242, 1497985.400963
17944242, 1498136.700966
17944242, 1498139.500966
17944242, 1498296.200963
17944242, 1498380.100964
17944242, 1498554.100964
17944242, 1498739.300961
17944242, 1498934.300961
17944242, 1498936.800961
17944242, 1499076.700955
17944242, 1499079.800955
17944242, 1499338.300955
17944242, 1499491.400961
17944242, 1499627.200964
17944242, 1499842.900961
17944242, 1500032.700964
17944242, 1500035.600964
17944243, 1500152.800961
17944243, 1500227.600964
17944243, 1500291.300965
17944243, 1500462.100968
17944243, 1500512.300969
17944243, 1500645.400975
17944243, 1500735.000973
17944542, 1500899.100980
17944542, 1501044.100980
17944542, 1501046.700979
17944542, 1501201.800986
17944542, 1501277.700987
17944542, 1501444.800993
17944542, 1501637.800993
17944542, 1501821.000990
17944542, 1501965.100996
17944542, 1501967.600996
17944542, 1501970.800996
17944542, 1502223.500993
17944542, 1502383.500993
17944542, 1502497.000993
17944542, 1502678.800996
17944542, 1502896.401002
17944542, 1502899.201002
17944543, 1503032.701002
17944543, 1503107.501005
17944543, 1503253.701002
17944543, 1503304.101004
17944543, 1503459.701010
17944543, 1503552.901007
17944543, 1503667.101004
17944842, 1503727.901003
17944842, 1503940.901003
17944842, 1503943.401003
17944842, 1504090.601000
17944842, 1504255.701006
17944842, 1504444.301012
17944842, 1504573.401018
17944842, 1504652.001017
17944842, 1504779.201014
17944842, 1504781.701014
17944842, 1504784.801014
17944842, 1505042.901020
17944842, 1505196.101017
17944842, 1505341.301014
17944842, 1505459.901012
17944842, 1505638.701015
17944842, 1505641.301015
17944843, 1505823.801015
17944843, 1505897.101018
17944843, 1505958.701017
17944843, 1506015.901017
17944843, 1506173.801011
17944843, 1506297.901010
17944843, 1506391.901010
17945142, 1506569.301004
17945142, 1506739.401010
17945142, 1506822.001008
17945142, 1507028.601014
17945142, 1507030.901014
17945142, 1507203.701017
17945142, 1507411.301023
17945142, 1507413.601023
17945142, 1507415.801023
17945142, 1507418.401023
17945142, 1507661.701026
17945142, 1507797.701026
17945142, 1507912.501029
17945142, 1508031.701026
17945142, 1508164.401023
17945142, 1508345.301017
17945143, 1508479.101020
17945143, 1508552.701019
17945143, 1508619.601020
17945143, 1508837.101020
17945143, 1508976.101020
17945143, 1509024.501022
17945143, 1509148.801025
17945143, 1509239.901023
17945442, 1509328.601020
17945442, 1509495.401023
17945442, 1509559.501022
17945442, 1509718.401016
17945442, 1509918.901016
17945442, 1510051.301010
17945442, 1510245.201004
17945442, 1510381.401000
17945442, 1510493.000999
17945442, 1510495.500999
17945442, 1510736.700996
17945442, 1510871.900993
17945442, 1510985.300994
17945442, 1511030.300994
17945442, 1511032.500994
17945442, 1511213.200991
17945442, 1511215.400991
17945443, 1511217.700991
17945443, 1511291.100993
17945443, 1511355.900996
17945443, 1511575.200999
17945443, 1511716.301005
17945443, 1511805.301005
17945443, 1511935.401011
17945742, 1511982.201010
17945742, 1512026.801009
17945742, 1512187.701003
17945742, 1512257.801001
17945742, 1512407.601004
17945742, 1512604.801001
17945742, 1512746.000998
17945742, 1512748.300998
17945742, 1512884.401004
17945742, 1512886.601004
17945742, 1512889.001004
17945742, 1513132.900998
17945742, 1513268.600995
17945742, 1513449.500989
17945742, 1513558.700986
17945742, 1513560.900986
17945742, 1513682.400986
17945743, 1513879.400986
17945743, 1513953.800988
17945743, 1514018.500985
17945743, 1514237.100991
17945743, 1514285.400990
17945743, 1514413.100987
17945743, 1514502.000988
17946042, 1514640.800992
17946042, 1514844.400998
17946042, 1514910.500996
17946042, 1514912.800996
17946042, 1515082.200990
17946042, 1515248.900987
17946042, 1515383.200990
17946042, 1515515.200990
17946042, 1515648.800996
17946042, 1515651.000996
17946042, 1515653.500996
17946042, 1515894.900990
17946042, 1516032.700993
17946042, 1516147.100995
17946042, 1516357.201001
17946042, 1516359.501001
17946043, 1516541.601007
17946043, 1516615.201005
17946043, 1516678.501004
17946043, 1516722.601003
17946043, 1516861.601003
17946043, 1516909.201001
17946043, 1517036.601003
17946043, 1517126.101003
17946342, 1517344.901006
17946342, 1517479.501012
17946342, 1517635.301015
17946342, 1517798.201009
17946342, 1517990.501012
17946342, 1518198.601018
17946342, 1518200.901018
17946342, 1518203.101018
17946342, 1518205.501018
17946342, 1518451.401012
17946342, 1518588.301006
17946342, 1518700.001003
17946342, 1518833.601009
17946342, 1518965.901012
17946342, 1518968.101012
17946343, 1519147.101012
17946343, 1519220.201011
17946343, 1519283.201011
17946343, 1519348.701011
17946343, 1519567.801017
17946343, 1519708.801017
17946343, 1519757.001018
17946343, 1519883.801021
17946343, 1519976.101024
17946642, 1520020.501025
17946642, 1520022.801025
17946642, 1520197.101028
17946642, 1520364.401031
17946642, 1520575.501037
17946642, 1520709.501037
17946642, 1520928.701034
17946642, 1521066.601028
17946642, 1521068.801028
17946642, 1521071.101028
17946642, 1521325.101028
17946642, 1521460.801025
17946642, 1521575.301025
17946642, 1521620.701027
17946642, 1521623.001027
17946642, 1521801.901021
17946643, 1521933.701024
17946643, 1522145.701024
17946643, 1522209.401024
17946643, 1522342.101021
17946643, 1522482.601021
17946643, 1522576.501023
17951119, 1522624.701024
17951419, 1522755.001027
17951719, 1522862.601025
17951742, 1522982.601025
17951742, 1523071.001027
17951742, 1523195.801030
17951742, 1523376.501027
17951742, 1523378.901027
17951742, 1523557.401027
17951742, 1523632.601024
17951742, 1523727.701022
17951742, 1523934.001025
17951742, 1523936.301025
17951742, 1524066.701019
17951742, 1524069.101019
17951742, 1524071.701019
17951742, 1524315.601013
17951742, 1524456.901016
17951742, 1524574.601013
17951742, 1524691.701011
17951742, 1524823.601005
17951742, 1525052.000999
17951743, 1525184.200996
17951743, 1525353.600990
17951743, 1525431.700989
17951743, 1525609.500992
17951743, 1525724.300995
17951743, 1525922.000992
17951743, 1525978.400993
17952042, 1526041.900993
17952042, 1526241.000999
17952042, 1526243.400999
17952042, 1526409.600996
17952042, 1526484.600996
17952042, 1526580.500998
17952042, 1526712.200995
17952042, 1526827.500998
17952042, 1526961.101004
17952042, 1526963.401004
17952042, 1526965.901004
17952042, 1527210.601001
17952042, 1527350.300998
17952042, 1527439.500995
17952042, 1527570.800998
17952042, 1527754.700992
17952042, 1527757.200992
17952042, 1527901.200992
17952042, 1528031.900989
17952043, 1528242.500995
17952043, 1528322.600993
17952043, 1528489.200999
17952043, 1528597.101001
17952043, 1528794.101001
17952043, 1528964.201007
17952043, 1529029.501010
17952342, 1529092.301009
17952342, 1529189.201011
17952342, 1529191.601011
17952342, 1529368.301008
17952342, 1529443.401006
17952342, 1529643.201009
17952342, 1529645.701009
17952342, 1529877.001012
17952342, 1530010.901006
17952342, 1530101.701009
17952342, 1530342.901006
17952342, 1530479.701009
17952342, 1530589.701009
17952342, 1530730.201009
17952342, 1530732.601009
17952342, 1530916.601009
17952342, 1531041.501011
17952343, 1531174.001011
17952343, 1531252.901012
17952343, 1531315.901012
17952343, 1531432.601009
17952343, 1531630.201015
17952343, 1531806.601009
17952343, 1531870.701008
17952343, 1531873.001008
17952343, 1532011.201005
17952919, 1532183.600999
17954742, 1532291.700997
17954742, 1532293.900997
17954742, 1532448.300991
17954742, 1532521.800991
17954742, 1532646.300991
17954742, 1532713.700993
17954742, 1532915.400990
17954742, 1533056.600986
17954742, 1533196.500980
17954742, 1533198.600980
17954742, 1533320.500982
17954742, 1533408.900983
17954742, 1533554.300977
17954742, 1533728.000974
17954742, 1533910.700971
17954742, 1534040.400968
17954742, 1534042.500968
17954742, 1534044.700968
17954742, 1534290.100962
17954742, 1534424.200968
17954742, 1534469.700968
17954743, 1534587.800967
17954743, 1534807.300967
17954743, 1534919.100970
17954743, 1534987.700968
17954743, 1535140.400965
17955042, 1535187.600966
17955042, 1535254.700964
17955042, 1535299.400965
17955042, 1535301.600965
17955042, 1535461.200971
17955042, 1535535.900968
17955042, 1535653.500967
17955042, 1535854.100973
17955042, 1535983.400976
17955042, 1536192.500982
17955042, 1536316.100980
17955042, 1536403.700979
17955042, 1536545.800985
17955042, 1536717.000982
17955042, 1536838.800985
17955042, 1536978.200979
17955042, 1536980.200979
17955042, 1537114.100973
17955042, 1537350.100973
17955042, 1537352.200973
17955042, 1537354.400973
17955043, 1537494.700976
17955043, 1537711.500979
17955043, 1537758.100977
17955043, 1537875.600977
17955043, 1538043.500971
17955342, 1538111.300974
17955342, 1538283.900980
17955342, 1538286.000980
17955342, 1538414.900974
17955342, 1538551.500980
17955342, 1538642.700977
17955342, 1538774.600971
17955342, 1538776.800971
17955342, 1538941.600974
17955342, 1539016.400977
17955342, 1539155.600974
17955342, 1539223.300971
17955342, 1539415.100974
17955342, 1539554.400977
17955342, 1539689.700980
17955342, 1539937.300986
17955342, 1540052.700988
17955342, 1540265.700988
17955342, 1540406.100982
17955342, 1540407.900982
17955343, 1540410.100982
17955343, 1540454.800982
17955343, 1540501.200984
17955343, 1540720.200984
17955343, 1540835.200984
17955343, 1540999.800990
17959219, 1541073.700992
17959519, 1541204.700992
17959819, 1541332.200992
17960119, 1541451.000995
17960419, 1541556.800998
17960719, 1541657.900996
17961019, 1541770.600993
17961319, 1541894.400996
17961619, 1542007.000995
17963119, 1542103.700992
17963419, 1542205.400989
17967319, 1542307.200992
17967919, 1542389.300990
17969119, 1542466.400989
17970019, 1542544.200992
17970319, 1542624.600993
18110198, 1542697.000995
18110207, 1542698.400995
18110207, 1542849.800989
18110207, 1542925.100992
18110208, 1542930.900992
18110217, 1542936.400992
18110218, 1543480.900992
18110219, 1543617.400992
18110219, 1543721.500990
18110227, 1543785.900992
18110232, 1543865.700995
18110233, 1543912.900996
18110237, 1543963.600996
18110239, 1544073.500998
18110242, 1544175.500998
18110250, 1544177.900998
18110442, 1544237.400998
18110442, 1544378.400998
18110442, 1544480.900998
18110442, 1544617.201001
18110442, 1544686.101003
18110443, 1544687.701003
18110443, 1544761.201003
18110443, 1544860.401000
18110447, 1544946.901000
18110447, 1545163.300993
18110448, 1545283.100996
18110449, 1545486.000990
18110742, 1545633.600996
18110742, 1545783.600996
18110742, 1545914.100996
18110742, 1546060.000990
18110742, 1546128.400992
18110743, 1546130.000992
18110743, 1546216.700989
18110743, 1546295.900986
18110747, 1546410.100983
18110747, 1546515.000984
18110748, 1546735.600990
18110749, 1546970.500984
18111042, 1547111.500984
18111042, 1547113.300984
18111042, 1547265.900990
18111042, 1547423.300984
18111042, 1547550.300984
18111043, 1547611.200986
18111043, 1547678.500989
18111043, 1547794.500989
18111047, 1547880.800992
18111047, 1548100.300992
18111048, 1548220.600995
18111049, 1548436.000989
18111342, 1548582.500989
18111342, 1548733.000989
18111342, 1548793.600987
18111342, 1548795.300987
18111342, 1548923.000984
18111343, 1549084.000984
18111343, 1549150.800987
18111343, 1549268.900986
18111347, 1549353.100983
18111347, 1549462.600983
18111348, 1549675.900986
18111349, 1549906.900986
18111642, 1550046.600983
18111642, 1550201.600983
18111642, 1550269.500984
18111642, 1550271.400984
18111642, 1550426.500990
18111643, 1550554.700987
18111643, 1550668.100989
18111643, 1550736.800986
18111647, 1550822.000983
18111647, 1551035.300986
18111648, 1551142.100989
18111649, 1551372.400992
18111942, 1551511.900992
18111942, 1551576.700995
18111942, 1551578.700995
18111942, 1551715.700995
18111942, 1551877.400992
18111943, 1552038.500998
18111943, 1552105.500998
18111943, 1552225.100996
18111947, 1552310.901000
18111947, 1552530.600996
18111948, 1552642.500998
18111949, 1552868.500998
18111958, 1553019.700995
18111965, 1553072.000994
18111966, 1553173.400996
18111967, 1553175.000996
18111977, 1553374.300999
18111978, 1553501.101002
18111978, 1553619.201000
18112242, 1553733.900997
18112242, 1553898.201000
18112242, 1553951.201000
18112242, 1554047.800999
18112242, 1554215.300999
18112242, 1554345.300999
18112242, 1554410.900997
18112242, 1554412.900997
18112242, 1554531.800999
18112243, 1554533.500999
18112243, 1554672.900993
18112243, 1554798.800994
18112243, 1554884.500991
18112243, 1554954.100990
18112247, 1555170.000984
18112247, 1555380.400977
18112248, 1555495.400977
18112248, 1555623.200981
18112249, 1555852.900977
18112426, 1555992.400977
18112427, 1556048.300979
18112430, 1556733.800979
18112432, 1557372.400955
18112438, 1557449.300956
18112542, 1557494.900955
18112542, 1557653.500961
18112542, 1557761.400962
18112542, 1557763.200962
18112542, 1557827.400959
18112542, 1558003.700962
18112542, 1558126.400959
18112542, 1558128.100959
18112542, 1558130.000959
18112542, 1558395.000959
18112542, 1558491.700956
18112542, 1558493.300956
18112543, 1558541.000957
18112543, 1558611.200954
18112543, 1558721.100955
18112543, 1558806.200954
18112543, 1558935.900951
18112546, 1559160.000957
18112547, 1559327.400951
18112547, 1559565.300945
18112548, 1559708.300945
18112548, 1559831.900943
18112548, 1560108.100955
18112549, 1560238.300952
18112707, 1560384.400958
18112712, 1560434.600959
18112842, 1560496.000961
18112842, 1560561.300964
18112842, 1560738.700958
18112842, 1561013.800964
18112842, 1561015.700964
18112842, 1561017.600964
18112842, 1561178.100964
18112842, 1561302.400967
18112842, 1561351.500965
18112842, 1561353.300965
