algorithm,id_file,arrival_time,created_at,start_time,waiting_time,processing_time,chunk_time,upload_time,original_size,n,m,resultant_size,chunk_size,overhead,nodes_used,actual_nodes_utilization
vandermonders_3_2,2,0,0,1718904507555941298,0,48878248205,45110.539376,2191.262951,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[250.00012493133545, 250.00012493133545]"
vandermonders_3_2,3,0,0,1718904556937544425,0,50215601531,46430.26945,2106.902059,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[333.33349990844727, 333.33349990844727]"
vandermonders_3_2,4,0,0,1718904607615043589,0,50795170604,46960.930213,2236.920192,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[416.6668748855591, 416.6668748855591]"
vandermonders_3_2,5,0,0,1718904658852817992,0,50898660594,47000.169831,2242.065006,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[500.0002498626709, 500.0002498626709]"
vandermonders_3_2,6,0,0,1718904710198779567,0,52209483834,46193.807631,4538.042674,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[583.3336248397827, 583.3336248397827]"
vandermonders_3_2,7,0,0,1718904762864826539,0,51446673930,46999.45082,2875.531678,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[666.6669998168945, 666.6669998168945]"
vandermonders_3_2,8,0,0,1718904814765011983,0,53717430979,49692.919219,2251.647121,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[750.0003747940063, 750.0003747940063]"
vandermonders_3_2,9,0,0,1718904868927828385,0,53586058426,47809.928846,4231.835306,104857600,2,1.2,174762666,87381377,166.6666660308838,"[1, 9]","[833.3337497711182, 833.3337497711182]"
vandermonders_6_3,0,0,0,1718904924955935707,0,50680269782,47401.280897,1497.683219,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[50.00004196166992, 50.00004196166992, 50.00004196166992]"
vandermonders_6_3,1,0,0,1718904976095929379,0,50299690398,47069.282451,1782.664817,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[100.00008392333984, 100.00008392333984, 100.00008392333984]"
vandermonders_6_3,2,0,0,1718905026901174693,0,51757173056,48639.007802,1687.037345,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[150.00012588500977, 150.00012588500977, 150.00012588500977]"
vandermonders_6_3,3,0,0,1718905079160700091,0,51901291336,48724.124864,1457.044595,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[200.0001678466797, 200.0001678466797, 200.0001678466797]"
vandermonders_6_3,4,0,0,1718905131523070351,0,48484889007,45440.734711,1380.473813,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[250.0002098083496, 250.0002098083496, 250.0002098083496]"
vandermonders_6_3,5,0,0,1718905180467183218,0,50137422113,46340.58902,2342.279392,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[300.00025177001953, 300.00025177001953, 300.00025177001953]"
vandermonders_6_3,6,0,0,1718905231167816613,0,47827846848,44894.482079,1503.750569,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[350.00029373168945, 350.00029373168945, 350.00029373168945]"
vandermonders_6_3,7,0,0,1718905279455730971,0,48326075070,44787.813556,2011.198934,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[400.0003356933594, 400.0003356933594, 400.0003356933594]"
vandermonders_6_3,8,0,0,1718905328234862037,0,47908621110,44839.367204,1521.217335,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[450.0003776550293, 450.0003776550293, 450.0003776550293]"
vandermonders_6_3,9,0,0,1718905376593679302,0,48826106538,45091.512374,2282.758172,104857600,3,2.0,157286400,52428844,150.0,"[0, 1, 9]","[500.0004196166992, 500.0004196166992, 500.0004196166992]"
vandermonders_10_4,0,0,0,1718905427883409001,0,53181827882,49835.032785,1731.225037,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[35.00004196166992, 35.00004196166992, 35.00004196166992, 35.00004196166992]"
vandermonders_10_4,1,0,0,1718905481512933729,0,57044841577,53760.94165,1761.020388,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[70.00008392333984, 70.00008392333984, 70.00008392333984, 70.00008392333984]"
vandermonders_10_4,2,0,0,1718905539036851080,0,50233625989,47142.771599,1325.486939,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[105.00012588500977, 105.00012588500977, 105.00012588500977, 105.00012588500977]"
vandermonders_10_4,3,0,0,1718905589718151035,0,48261718560,45383.200284,1426.343986,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[140.0001678466797, 140.0001678466797, 140.0001678466797, 140.0001678466797]"
vandermonders_10_4,4,0,0,1718905638423302343,0,48073213889,45142.931355,1424.810217,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[175.0002098083496, 175.0002098083496, 175.0002098083496, 175.0002098083496]"
vandermonders_10_4,5,0,0,1718905686933736522,0,49556923020,46549.361234,1631.988419,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[210.00025177001953, 210.00025177001953, 210.00025177001953, 210.00025177001953]"
vandermonders_10_4,6,0,0,1718905737116930711,0,50084115110,46896.4882,1382.96226,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[245.00029373168945, 245.00029373168945, 245.00029373168945, 245.00029373168945]"
vandermonders_10_4,7,0,0,1718905787651956403,0,50164160186,47186.672329,1322.108638,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[280.0003356933594, 280.0003356933594, 280.0003356933594, 280.0003356933594]"
vandermonders_10_4,8,0,0,1718905838258214696,0,47920164602,45146.41389,1235.54402,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[315.0003776550293, 315.0003776550293, 315.0003776550293, 315.0003776550293]"
vandermonders_10_4,9,0,0,1718905886622122294,0,48061283373,45333.637307,1254.023487,104857600,4,2.857142857142857,146800640,36700204,140.0,"[0, 1, 8, 9]","[350.0004196166992, 350.0004196166992, 350.0004196166992, 350.0004196166992]"
glusterfs_6_4,0,0,0,1718905936999086962,0,5449963620,2014.375996,1083.199296,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[25.000000953674316, 25.000000953674316, 25.000000953674316, 25.000000953674316, 25.000000953674316, 25.000000953674316]"
glusterfs_6_4,1,0,0,1718905942888719672,0,5400623649,2005.855252,983.692269,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[50.00000190734863, 50.00000190734863, 50.00000190734863, 50.00000190734863, 50.00000190734863, 50.00000190734863]"
glusterfs_6_4,2,0,0,1718905948726667135,0,5560456314,2012.282404,1041.880902,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[75.00000286102295, 75.00000286102295, 75.00000286102295, 75.00000286102295, 75.00000286102295, 75.00000286102295]"
glusterfs_6_4,3,0,0,1718905954718755622,0,5384090425,2015.043158,937.29701,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[100.00000381469727, 100.00000381469727, 100.00000381469727, 100.00000381469727, 100.00000381469727, 100.00000381469727]"
glusterfs_6_4,4,0,0,1718905960545756862,0,5366832796,2005.248703,1057.340046,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[125.00000476837158, 125.00000476837158, 125.00000476837158, 125.00000476837158, 125.00000476837158, 125.00000476837158]"
glusterfs_6_4,5,0,0,1718905966353027500,0,5507331186,2016.313229,1162.825925,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[150.0000057220459, 150.0000057220459, 150.0000057220459, 150.0000057220459, 150.0000057220459, 150.0000057220459]"
glusterfs_6_4,6,0,0,1718905972314597313,0,5697310154,2009.415739,1079.227887,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[175.00000667572021, 175.00000667572021, 175.00000667572021, 175.00000667572021, 175.00000667572021, 175.00000667572021]"
glusterfs_6_4,7,0,0,1718905978453730585,0,5534006832,2008.809176,1025.248114,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[200.00000762939453, 200.00000762939453, 200.00000762939453, 200.00000762939453, 200.00000762939453, 200.00000762939453]"
glusterfs_6_4,8,0,0,1718905984429757714,0,5354392682,2006.472657,1024.85545,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[225.00000858306885, 225.00000858306885, 225.00000858306885, 225.00000858306885, 225.00000858306885, 225.00000858306885]"
glusterfs_6_4,9,0,0,1718905990229792521,0,5723872061,2074.585426,1111.852114,104857600,6,4,157286406,26214401,150.0000057220459,"[0, 1, 3, 4, 8, 9]","[250.00000953674316, 250.00000953674316, 250.00000953674316, 250.00000953674316, 250.00000953674316, 250.00000953674316]"
